Senttype	Hypo	Majus	Left	Right	Mod	ModBin	Isolated	Target
Discard	0	0	Comma	Colon	0	0	2	Obwohl
Discard	0	0	Paro	Colon	0	0	2	Obwohl
Discard	0	1	End	Colon	0	0	2	Obwohl
Discard	0	1	End	Colon	0	0	2	Obwohl
Discard	0	2	Emo	Comma	0	0	2	Obwohl
Discard	0	0	Comma	Comma	0	0	2	Obwohl
Discard	0	0	Three	Comma	0	0	2	Obwohl
Discard	0	0	Three	Comma	0	0	2	Obwohl
Discard	0	0	Paro	Comma	0	0	2	Obwohl
Discard	0	0	Paro	Comma	0	0	2	Obwohl
Discard	0	1	Emo	Comma	0	0	2	Obwohl
Discard	1	1	End	Comma	0	0	2	Obwohl
Discard	0	1	End	Comma	0	0	2	Obwohl
Discard	0	1	End	Comma	0	0	2	Obwohl
Discard	0	1	End	Comma	0	0	2	Obwohl
Discard	0	1	Three	Comma	0	0	2	Obwohl
Discard	0	1	Paro	Comma	0	0	2	Obwohl
Discard	0	1	End	End	0	0	2	Obwohl
Discard	0	1	Quot	Quot	0	0	2	Obwohl
Discard	0	0	Word	Three	0	0	2	Obwohl
Discard	0	0	Three	Three	0	0	2	Obwohl
Discard	0	0	Three	Three	0	0	2	Obwohl
Discard	0	0	Three	Three	0	0	2	Obwohl
Discard	0	0	Three	Three	0	0	2	Obwohl
Discard	0	0	Paro	Three	0	0	2	Obwohl
Discard	0	1	Emo	Three	0	0	2	Obwohl
Discard	0	1	End	Three	0	0	2	Obwohl
Discard	0	0	Comma	Word	0	0	2	Obwohl
Discard	0	0	Comma	Word	0	0	2	Obwohl
Discard	0	0	Comma	Word	0	0	2	Obwohl
Discard	0	0	Word	Word	0	0	2	Obwohl
Discard	0	0	End	Word	0	0	2	Obwohl
Discard	0	0	Paro	Word	0	0	2	Obwohl
Discard	0	0	Comma	Word	0	0	2	Obwohl
Discard	0	0	Paro	Word	0	0	2	Obwohl
Discard	0	0	Hyphen	Word	0	0	2	Obwohl
Discard	0	0	Comma	Word	0	0	2	Obwohl
Discard	0	0	Comma	Word	0	0	2	Obwohl
Discard	0	1	Three	Word	0	0	2	Obwohl
Discard	0	0	Paro	Word	0	0	2	Obwohl
Discard	0	0	Word	Word	0	0	2	Obwohl
Discard	0	0	Comma	Word	0	0	2	Obwohl
Discard	0	0	Comma	Word	0	0	2	Obwohl
Discard	0	0	Paro	Word	0	0	2	Obwohl
Discard	0	0	Comma	Word	0	0	2	Obwohl
Discard	0	0	Comma	Word	0	0	2	Obwohl
Discard	0	0	Comma	Word	0	0	2	Obwohl
Discard	0	1	End	Word	0	0	2	Obwohl
Discard	0	1	End	Word	Und	1	2	Obwohl
Discard	0	0	Three	Word	0	0	2	Obwohl
Discard	0	0	Comma	Word	0	0	2	Obwohl
Discard	0	0	Comma	Word	0	0	2	Obwohl
Discard	0	0	Comma	Word	0	0	2	Obwohl
Discard	0	0	Comma	Word	0	0	2	Obwohl
Discard	0	0	Comma	Word	0	0	2	Obwohl
Discard	0	0	Comma	Word	0	0	2	Obwohl
Discard	0	0	Comma	Word	0	0	2	Obwohl
Discard	0	0	Word	Word	0	0	2	Obwohl
Discard	0	0	Comma	Word	0	0	2	Obwohl
Discard	0	0	Comma	Word	0	0	2	Obwohl
Discard	0	0	Three	Word	0	0	2	Obwohl
Discard	0	1	End	Word	0	0	2	Obwohl
Discard	0	0	Hyphen	Word	0	0	2	Obwohl
Discard	0	0	Comma	Word	0	0	2	Obwohl
Discard	0	0	Word	Word	0	0	2	Obwohl
Discard	0	0	Comma	Word	0	0	2	Obwohl
Discard	0	0	Comma	Word	0	0	2	Obwohl
Discard	0	0	Comma	Word	0	0	2	Obwohl
Discard	0	0	Paro	Word	0	0	2	Obwohl
Discard	0	1	End	Word	0	0	2	Obwohl
Discard	0	0	Comma	Word	0	0	2	Obwohl
Discard	0	1	End	Word	0	0	2	Obwohl
Discard	0	1	End	Word	0	0	2	Obwohl
Discard	0	0	Paro	Word	0	0	2	Obwohl
Discard	0	0	Paro	Word	0	0	2	Obwohl
Discard	0	1	End	Word	0	0	2	Obwohl
Discard	0	0	Comma	Word	0	0	2	Obwohl
Discard	0	0	Comma	Word	0	0	2	Obwohl
Discard	0	0	Comma	Word	0	0	2	Obwohl
Discard	0	0	Comma	Word	0	0	2	Obwohl
Discard	0	0	Comma	Word	0	0	2	Obwohl
Discard	0	0	Comma	Word	0	0	2	Obwohl
Discard	0	1	End	Word	0	0	2	Obwohl
Discard	0	0	Comma	Word	0	0	2	Obwohl
Discard	0	0	Comma	Word	0	0	2	Obwohl
Discard	0	0	Paro	Word	0	0	2	Obwohl
Discard	0	0	Comma	Word	0	0	2	Obwohl
Discard	0	0	Comma	Word	0	0	2	Obwohl
Discard	0	0	Paro	Word	0	0	2	Obwohl
Discard	0	0	Comma	Word	0	0	2	Obwohl
Discard	0	0	Comma	Word	Und	1	2	Obwohl
Discard	0	0	Hyphen	Word	0	0	2	Obwohl
Discard	0	1	End	Word	0	0	2	Obwohl
Discard	0	1	Paro	Word	0	0	2	Obwohl
Discard	0	0	Word	Word	0	0	2	Obwohl
Discard	0	0	Comma	Word	0	0	2	Obwohl
Discard	0	0	Comma	Word	0	0	2	Obwohl
Discard	0	1	End	Word	0	0	2	Obwohl
Discard	0	1	End	Word	0	0	2	Obwohl
Discard	0	1	Three	Word	0	0	2	Obwohl
Discard	0	0	Word	Word	0	0	2	Obwohl
Discard	0	0	Paro	Word	0	0	2	Obwohl
Discard	0	0	Word	Word	0	0	2	Obwohl
Discard	0	0	Word	Word	0	0	2	Obwohl
Discard	0	0	Paro	Word	0	0	2	Obwohl
Discard	0	0	Word	Word	0	0	2	Obwohl
Discard	0	0	Paro	Word	0	0	2	Obwohl
Discard	0	0	Comma	Word	0	0	2	Obwohl
Discard	0	0	Word	Word	0	0	2	Obwohl
Discard	0	0	Hyphen	Word	0	0	2	Obwohl
Discard	0	0	Comma	Word	0	0	2	Obwohl
Discard	0	0	Paro	Word	0	0	2	Obwohl
Discard	0	0	Comma	Word	0	0	2	Obwohl
Discard	0	0	Paro	Word	0	0	2	Obwohl
Discard	0	0	Comma	Word	0	0	2	Obwohl
Discard	0	0	Other	Word	0	0	2	Obwohl
Discard	0	0	Word	Word	Und	1	2	Obwohl
Discard	0	0	Paro	Word	0	0	2	Obwohl
Discard	0	0	Word	Word	0	0	2	Obwohl
Discard	0	0	Comma	Word	0	0	2	Obwohl
Discard	0	0	Paro	Word	0	0	2	Obwohl
Discard	0	0	Comma	Word	0	0	2	Obwohl
Discard	0	0	Comma	Word	0	0	2	Obwohl
Discard	0	0	Comma	Word	0	0	2	Obwohl
Discard	0	0	Comma	Word	0	0	2	Obwohl
Discard	0	0	Word	Word	0	0	2	Obwohl
Discard	0	0	Hyphen	Word	0	0	2	Obwohl
Discard	0	0	Comma	Word	0	0	2	Obwohl
Discard	0	0	Comma	Word	0	0	2	Obwohl
Discard	0	0	End	Word	0	0	2	Obwohl
Discard	0	0	Hyphen	Word	0	0	2	Obwohl
Discard	0	0	Word	Word	0	0	2	Obwohl
Discard	0	0	Word	Word	0	0	2	Obwohl
Discard	0	1	End	Word	0	0	2	Obwohl
Discard	0	0	Comma	Word	0	0	2	Obwohl
Discard	0	0	Word	Word	0	0	2	Obwohl
Discard	0	0	Comma	Word	0	0	2	Obwohl
Discard	0	0	Paro	Word	0	0	2	Obwohl
Discard	0	0	Hyphen	Word	0	0	2	Obwohl
Discard	0	0	Paro	Word	0	0	2	Obwohl
Discard	0	0	Word	Word	0	0	2	Obwohl
Discard	0	0	Word	Word	0	0	2	Obwohl
Discard	0	0	End	Word	0	0	2	Obwohl
Discard	0	0	Three	Word	0	0	2	Obwohl
Discard	0	0	Word	Word	0	0	2	Obwohl
Discard	0	0	Comma	Word	0	0	2	Obwohl
Discard	0	0	Comma	Word	0	0	2	Obwohl
Discard	0	1	Emo	Word	0	0	2	Obwohl
Discard	0	1	End	Colon	0	0	2	Obwohl
Discard	0	1	End	Comma	0	0	2	Obwohl
Discard	0	1	End	End	0	0	2	Obwohl
Discard	0	0	Three	Hyphen	0	0	2	Obwohl
Discard	0	1	End	Three	0	0	2	Obwohl
Discard	0	0	Comma	Word	0	0	2	Obwohl
Discard	0	0	Comma	Word	0	0	2	Obwohl
Discard	0	1	End	Word	0	0	2	Obwohl
Discard	0	1	End	Word	0	0	2	Obwohl
Discard	0	0	Comma	Word	0	0	2	Obwohl
Discard	0	0	Comma	Word	0	0	2	Obwohl
Discard	0	0	Comma	Word	0	0	2	Obwohl
Discard	0	0	Comma	Word	0	0	2	Obwohl
Discard	0	0	Comma	Word	0	0	2	Obwohl
Discard	0	0	Word	Word	0	0	2	Obwohl
Discard	0	0	Comma	Word	0	0	2	Obwohl
Discard	0	0	End	Word	0	0	2	Obwohl
Discard	0	0	Comma	Word	0	0	2	Obwohl
Discard	0	0	Comma	Word	0	0	2	Obwohl
Discard	0	0	Comma	Word	0	0	2	Obwohl
Discard	0	0	End	Word	0	0	2	Obwohl
Discard	0	0	Comma	Word	0	0	2	Obwohl
Discard	0	1	End	Word	0	0	2	Obwohl
Discard	0	1	End	Word	0	0	2	Obwohl
Discard	0	1	End	Word	0	0	2	Obwohl
Discard	0	1	End	Word	0	0	2	Obwohl
V2	0	0	Word	Colon	0	0	2	Obwohl
V2	0	0	Hyphen	Colon	0	0	2	Obwohl
V2	0	0	End	Colon	0	0	2	Obwohl
V2	0	0	Paro	Colon	0	0	2	Obwohl
V2	0	0	Paro	Colon	0	0	2	Obwohl
V2	0	1	Hyphen	Colon	0	0	2	Obwohl
V2	0	1	End	Colon	0	0	2	Obwohl
V2	0	1	End	Colon	0	0	2	Obwohl
V2	0	1	End	Colon	0	0	2	Obwohl
V2	0	1	End	Colon	0	0	2	Obwohl
V2	0	1	End	Colon	0	0	2	Obwohl
V2	0	1	End	Colon	0	0	2	Obwohl
V2	0	1	End	Colon	0	0	2	Obwohl
V2	0	1	End	Colon	0	0	2	Obwohl
V2	0	1	Paro	Colon	0	0	2	Obwohl
V2	0	1	Emo	Colon	0	0	2	Obwohl
V2	1	1	Word	Colon	0	0	2	Obwohl
V2	1	0	Word	Comma	0	0	2	Obwohl
V2	1	0	Word	Comma	0	0	2	Obwohl
V2	1	0	Word	Comma	0	0	2	Obwohl
V2	0	0	Word	Comma	0	0	2	Obwohl
V2	0	0	Word	Comma	0	0	2	Obwohl
V2	0	0	Hyphen	Comma	0	0	2	Obwohl
V2	0	0	Hyphen	Comma	0	0	2	Obwohl
V2	1	0	Comma	Comma	0	0	2	Obwohl
V2	1	0	Comma	Comma	0	0	2	Obwohl
V2	0	0	Comma	Comma	0	0	2	Obwohl
V2	0	0	Comma	Comma	0	0	2	Obwohl
V2	0	0	Comma	Comma	0	0	2	Obwohl
V2	0	0	Comma	Comma	0	0	2	Obwohl
V2	0	0	Comma	Comma	0	0	2	Obwohl
V2	0	0	Comma	Comma	0	0	2	Obwohl
V2	0	0	Comma	Comma	0	0	2	Obwohl
V2	0	0	Comma	Comma	0	0	2	Obwohl
V2	0	0	Comma	Comma	0	0	2	Obwohl
V2	0	0	Comma	Comma	0	0	2	Obwohl
V2	0	0	Comma	Comma	0	0	2	Obwohl
V2	0	0	Comma	Comma	0	0	2	Obwohl
V2	0	0	Comma	Comma	0	0	2	Obwohl
V2	0	0	Comma	Comma	0	0	2	Obwohl
V2	0	0	Colon	Comma	0	0	2	Obwohl
V2	0	0	Emo	Comma	0	0	2	Obwohl
V2	0	0	Emo	Comma	0	0	2	Obwohl
V2	0	0	End	Comma	0	0	2	Obwohl
V2	1	0	End	Comma	0	0	2	Obwohl
V2	1	0	End	Comma	0	0	2	Obwohl
V2	0	0	End	Comma	0	0	2	Obwohl
V2	0	0	End	Comma	0	0	2	Obwohl
V2	0	0	End	Comma	0	0	2	Obwohl
V2	1	0	Three	Comma	0	0	2	Obwohl
V2	0	0	Three	Comma	0	0	2	Obwohl
V2	0	0	Three	Comma	0	0	2	Obwohl
V2	0	0	Three	Comma	0	0	2	Obwohl
V2	0	0	Three	Comma	0	0	2	Obwohl
V2	0	0	Three	Comma	0	0	2	Obwohl
V2	0	0	Three	Comma	0	0	2	Obwohl
V2	0	0	Three	Comma	0	0	2	Obwohl
V2	0	0	Three	Comma	0	0	2	Obwohl
V2	0	0	Three	Comma	0	0	2	Obwohl
V2	0	0	Three	Comma	0	0	2	Obwohl
V2	0	0	Three	Comma	0	0	2	Obwohl
V2	1	0	Paro	Comma	0	0	2	Obwohl
V2	0	0	Paro	Comma	0	0	2	Obwohl
V2	0	0	Paro	Comma	0	0	2	Obwohl
V2	0	0	Paro	Comma	0	0	2	Obwohl
V2	0	0	Paro	Comma	0	0	2	Obwohl
V2	0	0	Emo	Comma	0	0	2	Obwohl
V2	0	0	Other	Comma	0	0	2	Obwohl
V2	1	1	Emo	Comma	0	0	2	Obwohl
V2	1	1	Emo	Comma	0	0	2	Obwohl
V2	1	1	Emo	Comma	0	0	2	Obwohl
V2	0	1	Emo	Comma	0	0	2	Obwohl
V2	0	1	Emo	Comma	0	0	2	Obwohl
V2	0	1	Emo	Comma	0	0	2	Obwohl
V2	1	1	End	Comma	0	0	2	Obwohl
V2	0	1	End	Comma	0	0	2	Obwohl
V2	0	1	End	Comma	0	0	2	Obwohl
V2	0	1	End	Comma	0	0	2	Obwohl
V2	0	1	End	Comma	0	0	2	Obwohl
V2	1	1	End	Comma	0	0	2	Obwohl
V2	0	1	End	Comma	0	0	2	Obwohl
V2	0	1	End	Comma	0	0	2	Obwohl
V2	0	1	End	Comma	0	0	2	Obwohl
V2	0	1	End	Comma	0	0	2	Obwohl
V2	0	1	End	Comma	0	0	2	Obwohl
V2	0	1	End	Comma	0	0	2	Obwohl
V2	0	1	End	Comma	0	0	2	Obwohl
V2	1	1	End	Comma	0	0	2	Obwohl
V2	1	1	End	Comma	0	0	2	Obwohl
V2	1	1	End	Comma	0	0	2	Obwohl
V2	1	1	End	Comma	0	0	2	Obwohl
V2	1	1	End	Comma	0	0	2	Obwohl
V2	1	1	End	Comma	0	0	2	Obwohl
V2	1	1	End	Comma	0	0	2	Obwohl
V2	1	1	End	Comma	0	0	2	Obwohl
V2	1	1	End	Comma	0	0	2	Obwohl
V2	0	1	End	Comma	0	0	2	Obwohl
V2	0	1	End	Comma	0	0	2	Obwohl
V2	0	1	End	Comma	0	0	2	Obwohl
V2	0	1	End	Comma	0	0	2	Obwohl
V2	0	1	End	Comma	0	0	2	Obwohl
V2	0	1	End	Comma	0	0	2	Obwohl
V2	0	1	End	Comma	0	0	2	Obwohl
V2	0	1	End	Comma	0	0	2	Obwohl
V2	0	1	End	Comma	0	0	2	Obwohl
V2	0	1	End	Comma	0	0	2	Obwohl
V2	0	1	End	Comma	0	0	2	Obwohl
V2	0	1	End	Comma	0	0	2	Obwohl
V2	0	1	End	Comma	0	0	2	Obwohl
V2	0	1	End	Comma	0	0	2	Obwohl
V2	0	1	End	Comma	0	0	2	Obwohl
V2	0	1	End	Comma	0	0	2	Obwohl
V2	0	1	End	Comma	0	0	2	Obwohl
V2	0	1	End	Comma	0	0	2	Obwohl
V2	0	1	End	Comma	0	0	2	Obwohl
V2	0	1	End	Comma	0	0	2	Obwohl
V2	0	1	End	Comma	0	0	2	Obwohl
V2	0	1	End	Comma	0	0	2	Obwohl
V2	0	1	End	Comma	0	0	2	Obwohl
V2	0	1	End	Comma	0	0	2	Obwohl
V2	0	1	End	Comma	0	0	2	Obwohl
V2	0	1	End	Comma	0	0	2	Obwohl
V2	0	1	End	Comma	0	0	2	Obwohl
V2	0	1	End	Comma	0	0	2	Obwohl
V2	0	1	End	Comma	0	0	2	Obwohl
V2	0	1	End	Comma	0	0	2	Obwohl
V2	0	1	End	Comma	0	0	2	Obwohl
V2	1	1	Three	Comma	0	0	2	Obwohl
V2	0	1	Three	Comma	0	0	2	Obwohl
V2	0	1	Three	Comma	0	0	2	Obwohl
V2	0	1	Paro	Comma	0	0	2	Obwohl
V2	0	1	Emo	Comma	0	0	2	Obwohl
V2	0	1	Emo	Comma	0	0	2	Obwohl
V2	0	1	Emo	Comma	0	0	2	Obwohl
V2	0	1	Emo	Comma	0	0	2	Obwohl
V2	0	1	Emo	Comma	0	0	2	Obwohl
V2	0	1	Emo	Comma	0	0	2	Obwohl
V2	0	1	Emo	Comma	0	0	2	Obwohl
V2	0	1	Word	Comma	0	0	2	Obwohl
V2	0	1	Word	Comma	0	0	2	Obwohl
V2	0	1	End	Comma	0	0	2	Obwohl
V2	1	1	Three	Emo	0	0	2	Obwohl
V2	1	0	Three	Emo	0	0	2	Obwohl
V2	1	1	End	Emo	0	0	2	Obwohl
V2	1	0	Hyphen	Emo	0	0	2	Obwohl
V2	0	0	Paro	End	0	0	2	Obwohl
V2	0	1	Emo	End	0	0	2	Obwohl
V2	0	0	Word	End	0	0	2	Obwohl
V2	0	1	End	End	0	0	2	Obwohl
V2	0	1	End	End	0	0	2	Obwohl
V2	0	1	End	End	0	0	2	Obwohl
V2	0	0	Hyphen	Hyphen	0	0	2	Obwohl
V2	0	0	Comma	Hyphen	0	0	2	Obwohl
V2	0	0	End	Hyphen	0	0	2	Obwohl
V2	0	0	Three	Hyphen	0	0	2	Obwohl
V2	0	0	Paro	Hyphen	0	0	2	Obwohl
V2	0	0	Parc	Hyphen	0	0	2	Obwohl
V2	0	1	End	Hyphen	0	0	2	Obwohl
V2	0	1	End	Hyphen	0	0	2	Obwohl
V2	0	1	Three	Hyphen	0	0	2	Obwohl
V2	1	0	Comma	Paro	0	0	2	Obwohl
V2	0	0	Quot	Quot	0	0	2	Obwohl
V2	0	0	Word	Three	0	0	2	Obwohl
V2	0	0	Hyphen	Three	0	0	2	Obwohl
V2	1	0	Comma	Three	0	0	2	Obwohl
V2	0	0	Comma	Three	0	0	2	Obwohl
V2	0	0	Comma	Three	0	0	2	Obwohl
V2	0	0	Comma	Three	0	0	2	Obwohl
V2	0	0	Comma	Three	0	0	2	Obwohl
V2	0	0	Comma	Three	0	0	2	Obwohl
V2	0	0	End	Three	0	0	2	Obwohl
V2	0	0	Emo	Three	0	0	2	Obwohl
V2	0	0	End	Three	0	0	2	Obwohl
V2	0	0	End	Three	0	0	2	Obwohl
V2	0	0	End	Three	0	0	2	Obwohl
V2	0	0	End	Three	0	0	2	Obwohl
V2	0	0	Three	Three	0	0	2	Obwohl
V2	0	0	Three	Three	0	0	2	Obwohl
V2	0	0	Three	Three	0	0	2	Obwohl
V2	0	0	Three	Three	0	0	2	Obwohl
V2	0	1	Emo	Three	0	0	2	Obwohl
V2	0	1	Emo	Three	0	0	2	Obwohl
V2	0	1	Emo	Three	0	0	2	Obwohl
V2	0	1	End	Three	0	0	2	Obwohl
V2	0	1	End	Three	0	0	2	Obwohl
V2	0	1	End	Three	0	0	2	Obwohl
V2	0	1	End	Three	0	0	2	Obwohl
V2	0	1	End	Three	0	0	2	Obwohl
V2	1	1	End	Three	0	0	2	Obwohl
V2	1	1	End	Three	0	0	2	Obwohl
V2	0	1	End	Three	0	0	2	Obwohl
V2	0	1	End	Three	0	0	2	Obwohl
V2	0	1	End	Three	0	0	2	Obwohl
V2	0	1	End	Three	0	0	2	Obwohl
V2	0	1	End	Three	0	0	2	Obwohl
V2	0	1	End	Three	0	0	2	Obwohl
V2	0	1	End	Three	0	0	2	Obwohl
V2	0	1	End	Three	0	0	2	Obwohl
V2	0	1	End	Three	0	0	2	Obwohl
V2	0	1	Three	Three	0	0	2	Obwohl
V2	1	1	Emo	Three	0	0	2	Obwohl
V2	0	1	Emo	Three	0	0	2	Obwohl
V2	0	1	Emo	Three	0	0	2	Obwohl
V2	0	0	Comma	Word	0	0	2	Obwohl
V2	0	0	Comma	Word	0	0	2	Obwohl
V2	0	1	End	Word	0	0	2	Obwohl
V2	0	0	Hyphen	Word	0	0	2	Obwohl
V2	0	0	Comma	Word	0	0	2	Obwohl
V2	0	0	Comma	Word	0	0	2	Obwohl
V2	0	0	End	Word	0	0	2	Obwohl
V2	0	0	Three	Word	0	0	2	Obwohl
V2	0	1	End	Word	0	0	2	Obwohl
V2	0	1	Word	Word	0	0	2	Obwohl
V2	0	1	End	Word	0	0	2	Obwohl
V2	0	0	Comma	Word	0	0	2	Obwohl
V2	0	0	End	Word	0	0	2	Obwohl
V2	0	1	Emo	Word	0	0	2	Obwohl
V2	0	0	Paro	Word	0	0	2	Obwohl
V2	0	1	End	Word	0	0	2	Obwohl
V2	0	0	Comma	Word	0	0	2	Obwohl
V2	0	0	Comma	Word	0	0	2	Obwohl
V2	0	0	Paro	Word	0	0	2	Obwohl
V2	0	0	Paro	Word	0	0	2	Obwohl
V2	0	1	End	Word	0	0	2	Obwohl
V2	0	1	End	Word	0	0	2	Obwohl
V2	0	0	Three	Word	0	0	2	Obwohl
V2	0	1	Word	Word	0	0	2	Obwohl
V2	0	0	Word	Word	0	0	2	Obwohl
V2	0	0	Comma	Word	0	0	2	Obwohl
V2	0	0	Word	Word	0	0	2	Obwohl
V2	0	0	Word	Word	0	0	2	Obwohl
V2	0	0	End	Word	0	0	2	Obwohl
V2	0	1	Emo	Word	0	0	2	Obwohl
V2	0	1	End	Word	0	0	2	Obwohl
V2	0	1	Other	Word	0	0	2	Obwohl
V2	0	0	Three	Word	0	0	2	Obwohl
V2	0	1	End	Word	0	0	2	Obwohl
V2	0	0	Word	Word	0	0	2	Obwohl
V2	1	0	Comma	Word	0	0	2	Obwohl
V2	0	1	Emo	Word	0	0	2	Obwohl
V2	0	1	Emo	Word	0	0	2	Obwohl
V2	0	0	Three	Word	0	0	2	Obwohl
V2	0	0	Three	Word	0	0	2	Obwohl
V2	0	1	End	Word	0	0	2	Obwohl
V2	0	0	Word	Word	0	0	2	Obwohl
V2	0	0	Comma	Word	0	0	2	Obwohl
V2	0	0	Comma	Word	0	0	2	Obwohl
V2	0	0	Comma	Word	0	0	2	Obwohl
V2	0	1	Three	Word	0	0	2	Obwohl
V2	0	0	End	Word	0	0	2	Obwohl
V2	0	0	Word	Word	0	0	2	Obwohl
V2	0	0	Comma	Word	0	0	2	Obwohl
V2	0	0	Emo	Word	0	0	2	Obwohl
V2	0	0	Three	Word	0	0	2	Obwohl
V2	0	0	Three	Word	0	0	2	Obwohl
V2	0	1	End	Word	0	0	2	Obwohl
V2	0	1	Three	Word	0	0	2	Obwohl
V2	0	1	Emo	Word	0	0	2	Obwohl
V2	0	0	Comma	Word	0	0	2	Obwohl
V2	1	1	End	Word	0	0	2	Obwohl
V2	0	0	Emo	Word	0	0	2	Obwohl
V2	0	0	Emo	Word	0	0	2	Obwohl
V2	0	0	Three	Word	0	0	2	Obwohl
V2	0	0	Paro	Word	0	0	2	Obwohl
V2	0	0	Comma	Word	0	0	2	Obwohl
V2	0	0	Word	Word	0	0	2	Obwohl
V2	0	1	End	Word	0	0	2	Obwohl
V2	0	1	End	Word	0	0	2	Obwohl
V2	0	1	End	Word	0	0	2	Obwohl
V2	0	0	Comma	Word	0	0	2	Obwohl
V2	0	0	Comma	Word	0	0	2	Obwohl
V2	0	0	Word	Word	0	0	2	Obwohl
V2	0	1	End	Word	0	0	2	Obwohl
V2	0	0	Word	Word	0	0	2	Obwohl
V2	1	1	Word	Word	0	0	2	Obwohl
V2	0	1	End	Word	0	0	2	Obwohl
V2	0	1	End	Word	0	0	2	Obwohl
V2	0	0	Comma	Word	0	0	2	Obwohl
V2	0	1	Word	Word	0	0	2	Obwohl
V2	0	0	End	Word	0	0	2	Obwohl
V2	0	0	End	Word	0	0	2	Obwohl
V2	0	1	End	Word	0	0	2	Obwohl
V2	0	0	Comma	Word	0	0	2	Obwohl
V2	0	1	End	Word	0	0	2	Obwohl
V2	0	1	End	Word	0	0	2	Obwohl
V2	0	1	End	Word	0	0	2	Obwohl
V2	0	0	Comma	Word	0	0	2	Obwohl
V2	1	0	Word	Word	0	0	2	Obwohl
V2	1	0	Comma	Word	0	0	2	Obwohl
V2	1	0	Comma	Word	0	0	2	Obwohl
V2	1	0	End	Word	0	0	2	Obwohl
V2	1	0	Three	Word	0	0	2	Obwohl
V2	1	0	Paro	Word	0	0	2	Obwohl
V2	1	1	End	Word	0	0	2	Obwohl
V2	1	1	End	Word	0	0	2	Obwohl
V2	0	1	Word	Word	0	0	2	Obwohl
VL	1	0	Comma	Comma	0	0	2	Obwohl
VL	1	0	Paro	Comma	0	0	2	Obwohl
VL	0	1	End	Comma	0	0	1	Obwohl
VL	1	1	Word	Comma	0	0	1	Obwohl
VL	1	1	Emo	Hyphen	0	0	1	Obwohl
VL	0	0	Word	Parc	0	0	2	Obwohl
VL	1	0	Comma	Paro	0	0	2	Obwohl
VL	0	0	Comma	Three	0	0	2	Obwohl
VL	0	0	Comma	Word	0	0	2	Obwohl
VL	0	0	Comma	Word	0	0	2	Obwohl
VL	0	0	Comma	Word	0	0	2	Obwohl
VL	0	0	Comma	Word	0	0	2	Obwohl
VL	0	0	Comma	Word	0	0	2	Obwohl
VL	0	1	End	Word	0	0	1	Obwohl
VL	0	0	Word	Word	0	0	2	Obwohl
VL	0	0	Word	Word	0	0	2	Obwohl
VL	0	1	Colon	Word	0	0	0	Obwohl
VL	0	1	End	Word	Unddas	1	1	Obwohl
VL	0	0	Comma	Word	0	0	2	Obwohl
VL	0	0	Parc	Word	0	0	2	Obwohl
VL	0	0	Word	Word	0	0	2	Obwohl
VL	0	0	Paro	Word	0	0	2	Obwohl
VL	0	0	Comma	Word	0	0	2	Obwohl
VL	0	0	Comma	Word	0	0	2	Obwohl
VL	0	0	Comma	Word	0	0	2	Obwohl
VL	0	0	Comma	Word	0	0	2	Obwohl
VL	0	0	Comma	Word	0	0	2	Obwohl
VL	0	1	End	Word	0	0	1	Obwohl
VL	0	0	Comma	Word	0	0	2	Obwohl
VL	0	0	Comma	Word	0	0	2	Obwohl
VL	0	0	Comma	Word	0	0	2	Obwohl
VL	0	0	Comma	Word	0	0	2	Obwohl
VL	0	0	Comma	Word	0	0	2	Obwohl
VL	0	0	Comma	Word	0	0	2	Obwohl
VL	0	0	Comma	Word	0	0	2	Obwohl
VL	0	0	Word	Word	0	0	2	Obwohl
VL	0	0	Word	Word	0	0	2	Obwohl
VL	0	1	End	Word	0	0	1	Obwohl
VL	0	1	End	Word	0	0	0	Obwohl
VL	0	0	Word	Word	0	0	2	Obwohl
VL	0	0	Word	Word	0	0	2	Obwohl
VL	0	0	Comma	Word	0	0	2	Obwohl
VL	0	0	Comma	Word	0	0	2	Obwohl
VL	0	0	Comma	Word	0	0	2	Obwohl
VL	0	0	Comma	Word	0	0	2	Obwohl
VL	0	0	Comma	Word	0	0	2	Obwohl
VL	0	0	Word	Word	0	0	2	Obwohl
VL	0	0	Word	Word	0	0	2	Obwohl
VL	0	1	Url	Word	0	0	0	Obwohl
VL	0	0	Word	Word	0	0	2	Obwohl
VL	0	0	Comma	Word	0	0	2	Obwohl
VL	0	0	End	Word	0	0	2	Obwohl
VL	0	0	Word	Word	0	0	2	Obwohl
VL	0	0	Comma	Word	0	0	2	Obwohl
VL	0	0	Comma	Word	0	0	2	Obwohl
VL	0	0	Paro	Word	0	0	2	Obwohl
VL	0	1	End	Word	Unddas	1	1	Obwohl
VL	0	0	Comma	Word	0	0	2	Obwohl
VL	0	1	End	Word	0	0	0	Obwohl
VL	0	0	Word	Word	0	0	2	Obwohl
VL	0	1	Quot	Word	0	0	0	Obwohl
VL	0	1	End	Word	0	0	0	Obwohl
VL	0	0	Comma	Word	0	0	2	Obwohl
VL	0	0	Comma	Word	0	0	2	Obwohl
VL	0	0	Comma	Word	0	0	2	Obwohl
VL	0	0	Word	Word	0	0	2	Obwohl
VL	0	0	Word	Word	0	0	2	Obwohl
VL	0	0	Hyphen	Word	0	0	2	Obwohl
